country,id,year,electricity_access,rural_electricity_access,urban_electricity_access,fdi,gdp,gdp_per_capita,inflation,life_expectancy,popu_growth,popu_total,rural_popu_growth,urban_popu_growth,unemployment
Middle East & North Africa (IDA & IBRD countries),TMN,2020,96.73526911,93.43001031,99.5582495,,-4.335204818,11.717413745023899,2.096269389,72.1463762,1.605884666,407.006855,0.816111272,11.90941466,2.102021793
Middle East & North Africa (IDA & IBRD countries),TMN,2021,96.81255289,93.53544691,99.56824466,,6.214089095,12.425628912336201,5.460199807,71.88113054,1.50306977,413.124452,0.683358753,11.5419431,2.011528373
Middle East & North Africa (IDA & IBRD countries),TMN,2022,96.90974603,93.73353046,99.71151031,,4.414321615,13.73447007,7.481751636,72.28325412,1.49115284,419.284769,0.676842124,11.02700373,1.989685274
Middle East & North Africa (excluding high income),MNA,2019,96.65174041,93.26991439,99.55469733,,1.11267383,11.46979096,1.951768211,73.14391859,1.7280334,405.259403,0.948342132,11.49908453,2.220383958
Middle East & North Africa (excluding high income),MNA,2020,96.77334826,93.47721269,99.5646363,,-4.402837909,11.64883959,1.777407838,72.172697,1.616426652,411.810124,0.819569093,12.05438453,2.113355426
Middle East & North Africa (excluding high income),MNA,2021,96.85008693,93.58214145,99.57453853,,6.221257688,12.34446363,5.214049405,71.89987573,1.514551643,418.047201,0.687305925,11.7053722,2.023894553
Middle East & North Africa (excluding high income),MNA,2022,96.94647712,93.77901092,99.71575021,,4.41129157,13.642711615508901,6.657042028,72.29705086,1.502504977,424.328381,0.680390365,11.17774375,2.002057235
Middle income,MIC,2019,93.33286806,88.59958266,98.16066167,,4.083175498,11.909227691677799,2.7012112,72.32646784,1.055713001,5675.825451,-0.188797418,5.864934245,2.234114922
Middle income,MIC,2020,93.67330052,89.55735451,98.05057281,,-1.212720962,11.92028775,2.746150782,71.65389845,0.98578264,5731.776753,-0.240920857,6.705382594,2.119444191
Middle income,MIC,2021,94.87518474,91.40635444,98.54935725,,7.506216158,13.311393483837401,4.120815965,70.58062182,0.885810878,5782.549455,-0.330236737,6.197700772,1.98377383
Middle income,MIC,2022,94.88555615,91.58252819,98.56207205,,3.85059249,14.781742562543998,8.274774902,71.28790437,0.710343203,5823.625402,-0.47513557,5.484015493,1.756785515
Moldova,MDA,2019,100,100,100,-479.58,3.552314085,13.41322329,4.837783514,70.935,-1.600316536,2.664224,-1.769484019,1.502,-1.373098345
Moldova,MDA,2020,100,100,100,-151.93,-8.27597832,13.52744131,3.765971222,70.166,-1.098031659,2.63513,-1.31305213,1.206,-0.810520953
Moldova,MDA,2021,100,100,100,-371.84,13.92999979,15.682070328465299,5.10641129,68.846,-1.503429523,2.595809,-1.764476226,0.794,-1.156308799
Moldova,MDA,2022,100,100,100,-541.08,-5.015482319,16.30176569,28.73729768,68.621,-2.216966827,2.538894,-2.524463045,0.909,-1.810774512
Monaco,MCO,2019,100,100,100,,7.083460612,,,,0.013502019,0.037034,,,0.013502019
Monaco,MCO,2020,100,100,100,,-13.0110935,,,,-0.302883027,0.036922,,,-0.302883027
Monaco,MCO,2021,100,100,100,,21.86737111,,,,-0.641236846,0.036686,,,-0.641236846
Monaco,MCO,2022,100,100,100,,11.09682627,,,,-0.593262624,0.036469,,,-0.593262624
Mongolia,MNG,2019,98.9,96.9,99.9,-2316.369437,5.602244221,13.75331325,7.301069536,71.822,2.139997096,3.23243,1.829029716,9.269,2.283036384
Mongolia,MNG,2020,99.5,98.5,100,-1693.148726,-4.557751976,13.829802562999799,3.796040261,72.141,1.897015028,3.294335,1.533868049,6.594,2.063236689
Mongolia,MNG,2021,100,100,100,-2060.022768,1.636769577,14.95113657,7.352812434,70.975,1.609371036,3.347782,1.200176327,7.747,1.795619519
Mongolia,MNG,2022,100,100,100,-2428.43714,5.032709637,16.55907453,15.14795609,72.667,1.499669086,3.398366,1.034051107,6.211,1.710255913
Montenegro,MNE,2019,100,99.9,100,-341.5009261,4.062944992,24.13981571,0.361563705,76.68292683,-0.031987013,0.622028,-1.052502937,15.128,0.471071315
Montenegro,MNE,2020,99.9,99.5,100,-535.6848323,-15.30689376,21.00378196,-0.2556557,75.93170732,-0.116139361,0.621306,-1.150295086,17.878,0.385902971
Montenegro,MNE,2021,99.8,99.4,100,-683.030089,13.04346425,24.50993648,2.410801984,73.82439024,-0.337762722,0.619211,-1.382790761,16.543,0.161802886
Montenegro,MNE,2022,100,100,100,-820.9951653,6.406680329,28.319588946137902,13.04030363,76.18780488,-0.323190384,0.617213,-1.379276442,15.288,0.173902123
Morocco,MAR,2019,99.6,98.9,100,-827.6871747,2.890974761,8.024405273,0.303386037,74.27,1.043584127,36.304408,-0.40776283,9.21,1.906108082
Morocco,MAR,2020,100,100,100,-959.4162068,-7.178207442,7.681835449,0.705968661,73.92,1.053160179,36.688772,-0.411330731,11.203,1.903584019
Morocco,MAR,2021,100,100,100,-1621.385379,8.02098437,8.581330078,1.40195884,74.042,1.051484312,37.076584,-0.420857636,10.539,1.886932349
Morocco,MAR,2022,100,100,100,-1654.898394,1.258543984,9.205335938,6.657042028,74.973,1.023391979,37.457971,-0.465299245,9.53,1.848819899
Mozambique,MOZ,2019,29.7,5.2,72.3,-3410.215326,2.317813947,1.3703986794574101,2.802703079,61.166,2.886566535,30.285595,2.039395931,3.632,4.375921305
Mozambique,MOZ,2020,30.6,4.6,74.8,-3034.562056,-1.219522503,1.3937567814137402,3.483935675,61.172,2.904819659,31.178239,2.040877495,3.877,4.388500663
Mozambique,MOZ,2021,31.5,3.8,77.4,-5101.667955,2.377435737,1.440459681,6.40847653,59.325,2.842112349,32.077072,1.957811334,3.984,4.325371939
Mozambique,MOZ,2022,33.2,5,79.4,-2458.453111,4.359800201,1.565549233,10.27940181,59.625,2.744193061,32.969518,1.843918169,3.621,4.218860406
Myanmar,MMR,2019,68.3,57.5,92.6,-1735.589413,6.579110068,6.055416906,8.825066968,66.61,0.707999098,53.040212,0.313970474,0.407,1.596808374
Myanmar,MMR,2020,70.4,60.1,93.1,,-9.04834718,5.697288038,,66.797,0.719472826,53.423198,0.300652558,1.476,1.651843636
Myanmar,MMR,2021,72.5,62.8,93.6,,-12.01637248,5.13888725,,65.672,0.699278204,53.798084,0.252443777,4.34,1.680286962
Myanmar,MMR,2022,73.7,62.8,93.9,,4.037493436,5.682541332,,67.256,0.706117427,54.179306,0.233828331,2.83,1.727971918
Namibia,NAM,2019,53.3,31.2,74.5,185.4637462,-0.839154686,10.410130531286901,3.722394144,63.075,1.688468173,2.446644,-0.353515393,19.945,3.687052829
Namibia,NAM,2020,52.3,,74.7,201.5668858,-8.101400746,10.25479841,2.209382369,62.829,1.720310624,2.489098,-0.324612895,20.966,3.643216034
Namibia,NAM,2021,55.2,33.2,74.7,-822.4402429,3.603829192,10.78508343,3.616905301,59.269,1.63585889,2.530151,-0.411416491,20.877,3.486732954
Namibia,NAM,2022,56.2,33.2,74.8,-1045.15443,5.349664086,11.98741303,6.081281141,58.059,1.446359184,2.567012,-0.597977572,19.748,3.224590171
Nauru,NRU,2019,100,100,100,,8.547008547,10.083167010356599,,63.484,1.729341401,0.012132,,,1.729341401
Nauru,NRU,2020,100,100,100,,1.57480315,10.22300957,,63.437,1.497144175,0.012315,,,1.497144175
Nauru,NRU,2021,100,100,100,,7.751937984,11.34004016,,63.617,1.579022576,0.012511,,,1.579022576
Nauru,NRU,2022,100,100,100,,2.158273381,12.24679277,,64.014,1.247087134,0.012668,,,1.247087134
Nepal,NPL,2019,89.9,,94.2,-185.5632656,6.657055431,4.198840644998859,5.568685478,69.558,1.136351607,28.832496,0.620445345,10.578,3.206964761
Nepal,NPL,2020,89.9,,94.2,-126.6263375,-2.369620629,4.180436985,5.052366553,69.246,1.774268056,29.348627,1.243099124,13.157,3.851477257
Nepal,NPL,2021,89.9,,94.2,-196.326024,4.838149614,4.461468785,4.149680034,68.45,2.311723712,30.034989,1.766322859,12.315,4.38952105
Nepal,NPL,2022,91.3,93.7,97.7,-65.4558651,5.631314559,4.959883464724929,7.650791768,70.484,1.692246601,30.54758,1.129851384,10.922,3.779043143
Netherlands,NLD,2019,100,100,100,7193.634003,1.955588416,61.08958342,2.633699102,82.11219512,0.655071575,17.344874,-3.986813551,3.38,1.076084067
Netherlands,NLD,2020,100,100,100,-21060.12978,-3.886083918,61.06840586,1.272460378,81.35853659,0.55554079,17.4415,-3.97699244,3.819,0.946610707
Netherlands,NLD,2021,100,100,100,172791.7231,6.191857104,67.69332643,2.675720088,81.3097561,0.523490508,17.533044,-3.90056949,4.21,0.887108129
Netherlands,NLD,2022,100,100,100,155871.9066,4.328918318,74.54179924,10.00120788,81.71463415,0.953278923,17.700982,-3.365944668,3.524,1.291902564
New Caledonia,NCL,2019,100,100,100,,-1.400000002,,,80.41970732,0.025810734,0.27124,-1.420116723,10.881,0.619454668
New Caledonia,NCL,2020,100,100,100,,-2.400000001,,,80.83495122,-0.059005755,0.27108,-1.502724519,13.558,0.521808219
New Caledonia,NCL,2021,100,100,100,,-2.099999998,,,79.12734146,-0.254861903,0.27039,-1.694125588,12.537,0.312605669
New Caledonia,NCL,2022,100,100,100,,3.499999996,,,80.98207317,-0.435504436,0.269215,-1.870853744,11.291,0.119222601
New Zealand,NZL,2019,100,100,100,-4474.410771,2.361962178,45.163696426988395,1.619631902,82.05609756,1.591158896,4.9792,1.017513878,4.109,1.680101108
New Zealand,NZL,2020,100,100,100,-3413.149095,-0.424906458,45.283468049621696,1.7145617,82.25609756,2.204788696,5.0902,1.575304587,4.595,2.301713163
New Zealand,NZL,2021,100,100,100,-5609.121605,4.546247639,48.19404106,3.941120608,82.20731707,0.413665247,5.1113,-0.265325505,3.776,0.517426575
New Zealand,NZL,2022,100,100,100,-7488.66746,2.774842648,52.32769912,7.17222476,82.76097561,0.115363947,5.1172,-0.606347843,3.297,0.224767418
Nicaragua,NIC,2019,85.7,65.2,100,-443.9,-2.896488078,5.819315185,5.376289908,74.054,1.385484725,6.663924,0.810017448,5.47,1.791356345
Nicaragua,NIC,2020,86,65.9,100,-707,-1.755380361,6.075558814,3.681813416,71.795,1.370695685,6.755895,0.757764476,6.167,1.798641366
Nicaragua,NIC,2021,86.3,66.3,100,-1205.575961,10.31544841,6.873731177,4.928413969,73.837,1.39120242,6.85054,0.742566938,6.064,1.839262225
Nicaragua,NIC,2022,86.5,66.3,100,-1274.453434,3.752284757,7.526290384,10.46742445,74.615,1.418278462,6.948392,0.730830815,4.978,1.887827701
Niger,NER,2019,18.5,9.7,62.7,-685.1200796,5.939852571,1.389164255,-2.489792651,62.897,3.765444885,23.443393,3.655305804,0.544,4.323992047
Niger,NER,2020,18.7,9.7,63.8,-345.6615492,3.550641094,1.4589399342981901,2.89819376,61.451,3.727100725,24.333639,3.59644789,0.62,4.384869056
Niger,NER,2021,18.6,9.1,65.9,-555.5707085,1.383596362,1.5384707469366001,3.837868028,61.576,3.707423785,25.252722,3.557387531,0.819,4.456430699
Niger,NER,2022,19.5,7.7,66.1,-957.2564549,11.9,1.7755965442762098,4.226217919,62.08,3.712987818,26.207977,3.541062406,0.552,4.563064136
Nigeria,NGA,2019,55.4,25.5,83.9,-2019.780966,2.208429277,5.525443784174731,11.39642234,52.91,2.448200698,203.304492,0.797385079,5.206,4.050189568
Nigeria,NGA,2020,55.4,24.6,83.9,-911.9452286,-1.794253083,5.4993846905701105,13.24602343,52.887,2.440608885,208.327405,0.787064592,5.712,3.994245224
Nigeria,NGA,2021,59.5,26.3,89.2,-1495.300005,3.647186541,5.623664078106049,16.95284572,52.676,2.406363381,213.401323,0.752530934,5.393,3.911587634
Nigeria,NGA,2022,60.5,27,89,119.7293407,3.251681408,6.069187109,18.84718778,53.633,2.380007155,218.541212,0.726336521,3.827,3.838622955
North America,NAC,2019,100,100,100,,2.422733377,64.00582530031859,1.88073955,79.14135663,0.559825118,366.012359,-0.504039425,3.892411941,0.790624165
North America,NAC,2020,100,100,100,,-2.434355246,62.70305404,0.975292014,77.46271223,0.985514536,369.619464,-0.113572873,8.231289835,1.220892187
North America,NAC,2021,100,100,100,,5.761285546,69.4826517,4.046526024,76.87265827,0.198350215,370.352605,-0.929411292,5.592996057,0.43668453
North America,NAC,2022,100,100,100,,2.078673679,75.66131218,7.402800487,77.8387537,0.518818276,372.274062,-0.632541805,3.833748351,0.758830219
North Macedonia,MKD,2019,100,100,100,-403.9681435,3.910419538,20.22181157,0.766439573,76.60243902,-0.679308689,1.876262,-1.263840087,17.414,-0.257511735
North Macedonia,MKD,2020,100,100,100,-172.9144803,-4.68845001,19.96138987,1.200073489,74.39512195,-1.07910572,1.856124,-1.736782546,16.575,-0.609562819
North Macedonia,MKD,2021,100,100,100,-453.2275897,4.51067949,22.37149679,3.230749121,73.24634146,-1.029458047,1.837114,-1.764442865,15.801,-0.510930871
North Macedonia,MKD,2022,100,100,100,-683.8260642,2.221705271,24.17957244,14.20471732,74.42487805,-0.294481336,1.831712,-1.103340037,14.477,0.268721166
Northern Mariana Islands,MNP,2019,100,100,100,,-11.32075472,,,,-0.890563183,0.049858,-1.964134998,,-0.792928827
Northern Mariana Islands,MNP,2020,100,100,100,,-29.68085106,,,,-0.545026237,0.049587,-1.633983433,,-0.447153435
Northern Mariana Islands,MNP,2021,100,100,100,,,,,,-0.21399451,0.049481,-1.336653564,,-0.114300799
Northern Mariana Islands,MNP,2022,100,100,100,,,,,,0.14136847,0.049551,-1.001761445,,0.241636214
Norway,NOR,2019,100,100,100,-8642.495074,1.123777874,70.93960552,2.167730033,82.95853659,0.675061373,5.347896,-1.419723961,3.687,1.121488618
Norway,NOR,2020,100,100,100,-7125.932364,-1.278171785,67.11060457,1.286584907,83.2097561,0.588757324,5.379475,-1.492127487,4.422,1.021155076
Norway,NOR,2021,100,100,100,13829.88931,3.908686777,89.20913977736029,3.483880553,83.16341463,0.534772282,5.40832,-1.536236345,4.369,0.954484088
Norway,NOR,2022,100,100,100,11537.63527,3.005635161,124.2528326,5.764123179,82.56097561,0.898395221,5.457127,-1.167613529,3.233,1.306827166
Not classified,INX,2019,,,,,,,,,,,,,
Not classified,INX,2020,,,,,,,,,,,,,
Not classified,INX,2021,,,,,,,,,,,,,
Not classified,INX,2022,,,,,,,,,,,,,
OECD members,OED,2019,99.94003671,99.73136477,99.99048838,,1.799437322,47.24142203,1.740712679,80.22354188,0.530564687,1362.032167,-0.570786269,5.389043538,0.795635938
OECD members,OED,2020,99.93326737,99.7293302,99.98129389,,-3.953348559,46.290713376258395,0.732851645,78.89938358,0.548452172,1369.502262,-0.573828751,7.141510556,0.814899121
OECD members,OED,2021,100,100,99.99003724,,5.714652061,50.84475644,2.815288544,78.66620549,0.18037546,1371.972508,-0.943204004,6.193801306,0.443456142
OECD members,OED,2022,100,100,99.97642671,,2.778351222,55.935146988120096,8.238032407,79.63079875,0.400396726,1377.465841,-0.813564233,4.984175025,0.680715713
Oman,OMN,2019,100,100,100,-2527.178153,-1.128711062,37.15732204,0.490815363,78.002,0.035006805,4.602768,-5.989874899,2.052,1.098660271
Oman,OMN,2020,100,100,100,-2752.925878,-3.3797144,35.00151468,-0.406402919,74.757,-1.298245131,4.543399,-7.19085231,2.94,-0.328044258
Oman,OMN,2021,100,100,100,-7615.084525,3.092276687,38.93099384,1.682211859,72.541,-0.505921839,4.520471,-6.264659612,1.9,0.38030963
Oman,OMN,2022,100,100,100,-4534.980494,4.311253509,42.938444574288205,2.506142506,73.935,1.227418238,4.576298,-4.37576186,1.514,2.035212691
Other small states,OSS,2019,92.70130417,88.22118945,95.87883422,,4.064198821,25.65463936,1.37436338,73.47006331,1.046089778,13.751038,0.488443214,7.558972423,1.443666931
Other small states,OSS,2020,93.60712973,90.06086121,96.10320302,,-5.717291903,24.30543046,0.920604798,73.17339644,0.741733097,13.853034,0.367635174,9.120840491,1.005936778
Other small states,OSS,2021,94.50257595,91.91415308,96.32210882,,6.58600635,26.84373423,2.428445328,72.3668987,0.654715783,13.943732,0.309905511,8.735611955,0.896696385
Other small states,OSS,2022,94.60277524,92.33410755,95.94176646,,4.540168378,29.69073961,7.042342737,72.87026256,1.087090601,14.095313,0.441521405,8.274026602,1.537502683
Pacific island small states,PSS,2019,84.59316024,79.34306388,92.81229404,,1.214500228,7.297973441261179,1.407199394,69.29425141,1.029548734,2.53607,0.690488487,3.518514277,1.567133356
Pacific island small states,PSS,2020,86.42255106,81.9544319,93.30841051,,-10.25306854,6.459957653,0.386388225,69.3649211,1.212466533,2.566819,0.86130477,3.505812807,1.764432672
Pacific island small states,PSS,2021,85.84970757,80.50278727,93.03559162,,-2.867965543,6.267263842,2.47788272,69.16359418,1.377346825,2.602173,1.015464485,3.604744157,1.9411158
Pacific island small states,PSS,2022,85.82274724,80.43638384,93.62171842,,9.308397154,7.406847388,6.679305819,69.73483484,1.415970422,2.639019,1.012665282,3.830678887,2.038565985
Pakistan,PAK,2019,93.9,90.7,99.3,-2319,2.497636929,5.206907165,10.5783618,66.756,1.607981347,223.29328,1.226733038,4.83,2.263115623
Pakistan,PAK,2020,94.5,91.5,99.6,-2102,-1.274087443,5.221438545,9.739993139,66.269,1.73302782,227.196741,1.323269252,6.162,2.429650206
Pakistan,PAK,2021,94.9,91.9,99.9,-1905,6.513885759,5.554585701,9.496210561,66.098,1.834062082,231.402117,1.395447272,6.338,2.571281636
Pakistan,PAK,2022,95,93,100,-305,4.767539531,6.11232472,19.87385996,66.431,1.893245598,235.824862,1.427006996,5.548,2.667484112
Palau,PLW,2019,100,100,100,-44.712,0.909470287,18.88486782,0.267379679,,0.290665381,0.017916,-2.428126067,,0.961813938
Palau,PLW,2020,100,100,100,-43.1,-7.568021229,17.63107023,0.218181818,,0.312082286,0.017972,-2.371424025,,0.952651137
Palau,PLW,2021,100,100,100,-31.441,-14.16405111,15.78197905,2.612481858,,0.288921192,0.018024,-2.339114789,,0.896008183
Palau,PLW,2022,100,100,99.9,-72.014,-0.362288565,16.80309006,12.35266384,,0.17184516,0.018055,-2.425831506,,0.752979849
Panama,PAN,2019,93.9,,99.6,-3302.890336,3.281874977,33.22949603,-0.355083821,77.81,1.602289731,4.232532,0.51251264,6.332,2.117860437
Panama,PAN,2020,95.3,85.6,99.8,-78.09031777,-17.66833272,27.02263901,-1.550275408,76.657,1.451052137,4.294396,0.33341475,14.183,1.971298432
Panama,PAN,2021,95.3,,99.8,-1361.403363,15.83576505,30.89583225,1.630703373,76.223,1.315615015,4.351267,0.166107428,10.453,1.84190423
Panama,PAN,2022,95,100,99,-2871.785545,10.80936612,36.169586210702995,2.859651288,76.826,1.308580191,4.408581,0.129526885,8.202,1.839335609
Papua New Guinea,PNG,2019,23.6,17.1,66,879.6480738,4.480430622,4.089255587,3.928672909,65.474,2.260187811,9.542486,2.166865578,2.599,2.873345696
Papua New Guinea,PNG,2020,20.5,13.6,65.2,883.7662232,-3.167381176,3.926781321,4.871673986,65.787,2.147632274,9.74964,2.03806283,2.814,2.862051355
Papua New Guinea,PNG,2021,20.9,14,65.2,1701.670642,-0.780328729,3.992941221,4.48359014,65.351,2.02856054,9.949437,1.900381661,2.906,2.856909649
Papua New Guinea,PNG,2022,19,14.2,65.1,,5.165051326,4.4092326306459295,5.253239222,65.958,1.923028218,10.142619,1.77732307,2.689,2.855110077
Paraguay,PRY,2019,99.7,99.4,99.9,-534.1255923,-0.401855101,14.11716509,2.757097276,73.621,1.336574808,6.530026,0.568314849,6.595,1.812821758
Paraguay,PRY,2020,99.7,99.4,99.9,-158.6241288,-0.819785391,14.27654557,1.767515924,73.182,1.34872957,6.618695,0.548085092,7.548,1.838800142
Paraguay,PRY,2021,100,100,100,-88.79446657,4.016737318,15.36108475,4.787983101,70.262,1.277616002,6.703799,0.446506103,7.311,1.779703817
Paraguay,PRY,2022,100,100,100,-724.8281566,0.176038366,16.2846953,9.765566672,70.475,1.141244982,6.780744,0.278944751,6.755,1.655165992
Peru,PER,2019,95.6,82.9,99.1,-5275.633309,2.240631769,13.40835324,2.252121914,76.156,1.909725608,32.824861,1.036881335,3.379,2.155867974
Peru,PER,2020,96.2,86.1,99,1216.825868,-10.9333065,12.38745135,2.002412058,73.665,1.451402401,33.304756,0.543217227,7.179,1.70460744
Peru,PER,2021,95.6,83.6,98.9,-5173.359282,13.35522951,15.0286277,4.271663815,72.377,1.225660252,33.715471,0.285902819,5.097,1.484594177
Peru,PER,2022,96.2,85.1,99,-11788.73816,2.725500216,16.36308639,8.333706301,73.385,0.986112054,34.049588,0.013959907,3.85,1.250729817
Philippines,PHL,2019,95.3,93,97.8,-5320.429168,6.118525661,8.958371064,2.392065344,71.865,1.655183692,110.380804,1.198338417,2.237,2.169771157
Philippines,PHL,2020,96.4,94.7,98.2,-3260.102017,-9.518294741,8.230311614,2.393162393,72.119,1.626632905,112.190977,1.135371397,2.522,2.17445182
Philippines,PHL,2021,97.5,96.5,98.6,-9732.242739,5.714733134,8.797168711843709,3.927180221,69.266,1.494557167,113.880328,0.968379335,3.398,2.075050707
Philippines,PHL,2022,94.8,91.1,98,-5630.950417,7.580982128,9.983287753,5.821158112,72.187,1.46331573,115.559009,0.901683662,2.598,2.075897209
Poland,POL,2019,100,100,100,-12253,4.449987879,35.487910995898304,2.227478809,77.90487805,-0.024427107,37.965475,0.028134459,3.277,-0.059398855
Poland,POL,2020,100,100,100,-14144,-2.020070734,36.32204376,3.374469726,76.5,-0.175062058,37.89907,-0.190081202,3.162,-0.165065973
Poland,POL,2021,100,100,100,-26012,6.934980384,40.462688712212596,5.055027047,75.50243902,-0.401728617,37.747124,-0.48184586,3.363,-0.348448299
Poland,POL,2022,100,100,100,-25652,5.637566766,46.720573014306694,14.42945076,77.30487805,-2.482061133,36.821749,-2.629948916,2.886,-2.38389783
Portugal,PRT,2019,100,100,100,-8687.999451,2.682759921,37.845209968966806,0.33817841,81.67560976,0.023733495,10.286263,-1.578623404,6.464,0.868176935
Portugal,PRT,2020,100,100,100,-5734.97061,-8.300516541,35.87478073,-0.01243833,80.97560976,0.105114125,10.297081,-1.502540465,6.796,0.931922018
Portugal,PRT,2021,100,100,100,-9417.422268,5.737437219,38.78301156,1.265657191,81.37804878,0.626850165,10.361831,-0.985967422,6.577,1.436413256
Portugal,PRT,2022,100,100,100,-5801.630114,6.827510876,44.48429725,7.832691242,81.5804878,0.460948936,10.409704,-1.156867242,6.011,1.253633193
Post-demographic dividend,PST,2019,99.99295503,99.98038216,99.99556156,,1.768605509,52.00544801,1.625077255,80.89804374,0.289314179,1113.410921,-0.740192175,4.939647767,0.526413742
Post-demographic dividend,PST,2020,99.99712735,99.99129122,99.99884986,,-4.123748814,51.02460995,0.638544957,79.99832139,0.370011549,1117.53067,-0.653508941,6.707652739,0.602762522
Post-demographic dividend,PST,2021,99.99876815,99.99593188,99.99942791,,5.446238205,56.1897863,2.518371096,79.73794491,-0.078687773,1116.65131,-1.107277727,5.795790662,0.152295147
Post-demographic dividend,PST,2022,100,99.99693445,99.99374678,,2.413232956,61.38010484,7.832691242,80.16761519,-0.205718919,1114.354147,-1.612858149,4.509991572,0.106297959
Pre-demographic dividend,PRE,2019,47.57823968,28.85024618,76.58691364,,3.30796457,3.885047617,2.377587328,60.72165737,2.795168953,957.503246,1.833548638,5.516092816,4.157274996
Pre-demographic dividend,PRE,2020,48.38554479,28.36912373,77.69333515,,-2.561256114,3.758039093,3.398629285,60.24953184,2.789566731,984.213438,1.819283642,6.042727746,4.133281287
Pre-demographic dividend,PRE,2021,50.52380616,29.83881399,80.18468892,,3.15426,4.029920413,4.22278962,59.87258063,2.726008807,1011.043183,1.739829563,5.883609006,4.06138891
Pre-demographic dividend,PRE,2022,51.12034183,29.45387412,80.35751151,,4.140597246,4.375402067,8.777214547,60.50302117,2.667479436,1038.012552,1.663611419,5.219427611,3.996485764
Puerto Rico,PRI,2019,100,100,100,,1.675463795,37.45378841,,79.063,0.010646546,3.193694,0.041926678,8.3,0.00849952
Puerto Rico,PRI,2020,100,100,100,,-4.180874309,36.858979179402695,,78.041,2.713976432,3.281557,2.635997225,8.89,2.719327483
Puerto Rico,PRI,2021,100,100,100,,0.38522272,40.55969857,,80.162,-0.57650769,3.262693,-0.748128412,7.9,-0.564746509
Puerto Rico,PRI,2022,100,100,100,,3.568110247,45.559204542815195,,79.72,-1.313647588,3.220113,-1.594873237,6,-1.294421735
Qatar,QAT,2019,100,100,100,7262.912088,0.688240955,101.04681098632399,-0.666641125,80.99,1.453317284,2.807235,-4.867526186,0.1,1.506747953
Qatar,QAT,2020,100,100,100,5164.010989,-3.55760399,83.15414792,-2.54031503,79.099,-1.682985039,2.760385,-7.646281037,0.14,-1.635604454
Qatar,QAT,2021,100,100,100,1253.296703,1.626846719,108.8651378,2.304465657,79.272,-2.648531832,2.688235,-8.434152728,0.14,-2.605205608
Qatar,QAT,2022,100,100,100,2307.692308,4.208871248,121.1246634,4.995275537,81.559,0.255862792,2.695122,-5.441935361,0.13,0.296133442
Romania,ROU,2019,100,100,100,-5441.572773,3.853163833,33.549391096741395,3.827854326,75.60731707,-0.526814822,19.371648,-0.713940588,3.912,-0.367674303
Romania,ROU,2020,100,100,100,-3403.789383,-3.677510791,34.29316851,2.631073112,74.25365854,-0.550759893,19.26525,-0.790621098,5.035,-0.347574151
Romania,ROU,2021,100,100,100,-10398.7078,5.708894558,37.96915389,5.052328761,72.8097561,-0.746036479,19.122059,-1.041183179,5.59,-0.497249317
Romania,ROU,2022,100,100,100,-9303.199865,4.107027202,42.973189655276194,13.79548874,75.30487805,-0.393250874,19.047009,-0.744205732,5.614,-0.099174924
Russian Federation,RUS,2019,99.8,100,99.2,-10051.63,2.198075713,30.96385352,4.470366608,73.08390244,0.037947214,145.453291,-0.566213332,4.496,0.244631029
Russian Federation,RUS,2020,99.9,100,99.2,-3631.81,-2.653654501,31.49080469,3.381659372,71.33878049,-0.143202032,145.245148,-0.802515313,5.589,0.080447499
Russian Federation,RUS,2021,100,100,99.2,25432.77,5.614290376,38.93849609,6.69445892,69.9002439,-0.34372441,144.746762,-1.05926335,4.715,-0.103223778
Russian Federation,RUS,2022,100,100,99.1,26714.52559,-2.069711525,40.95776953,,72.54560976,-0.35284311,144.236933,-1.12176781,3.867,-0.096945928
Rwanda,RWA,2019,46.6,38.3,86.4,-257.740026,9.44739159,2.325314909,3.34787655,66.437,2.390794366,12.835028,2.267512803,11.236,2.9816935
Rwanda,RWA,2020,45.2,34.9,93.9,-152.614121,-3.37369377,2.270903332,9.850399023,66.774,2.39670705,13.146362,2.252681807,11.829,3.081725956
Rwanda,RWA,2021,48.7,38.2,98,-211.8961289,10.85796719,2.7094578299920697,-0.391346748,66.072,2.371751548,13.461888,2.206909009,15.793,3.148870171
Rwanda,RWA,2022,50.6,38.2,98,-305.1018634,8.157734403,3.06514536,17.68920956,67.129,2.311603239,13.776698,2.125815819,15.085,3.178769095
Samoa,WSM,2019,99.2,99,99.9,6.495440456410851,4.451858917,6.573429216,0.98232657,72.157,1.045535442,0.211905,1.273895194,9.601,0.015682585
Samoa,WSM,2020,100,100,100,-2.890991945,-3.108444011,6.362414204,-1.568912477,72.768,1.416968,0.214929,1.62060881,10.214,0.487545125
Samoa,WSM,2021,98.3,97.9,100,-8.231876023,-7.078830943,6.074689855,3.133204732,72.767,1.768578216,0.218764,1.94770361,10.368,0.942255425
Samoa,WSM,2022,98.3,97.9,100,-4.889535574,-5.3062909,6.057197363,10.96188223,72.598,1.640310066,0.222382,1.793206951,9.923,0.928354618
San Marino,SMR,2019,100,100,100,,2.065685145,58.25927524,,,0.064389618,0.034178,-5.090432986,,0.207559447
San Marino,SMR,2020,100,100,100,,-6.647910819,56.445226818801295,,,-0.501577645,0.034007,-5.598263475,,-0.367282226
