country,id,year,electricity_access,rural_electricity_access,urban_electricity_access,fdi,gdp,gdp_per_capita,inflation,life_expectancy,popu_growth,popu_total,rural_popu_growth,urban_popu_growth,unemployment
"Congo, Dem. Rep.",COD,2022,21.5,1,45.3,,8.924447626,1.533743878,,59.743,3.197835105,99.010212,2.071830989,4.585,4.491476331
"Congo, Rep.",COG,2019,47.7,11.4,65.3,1850.224651,1.124477074,5.766754924,2.206073058,62.747,2.355238072,5.570733,0.964270796,20.608,3.03586515
"Congo, Rep.",COG,2020,48.7,11.8,66.2,1001.980582,-6.267777996,4.813315626,1.795371471,63.785,2.332086251,5.702174,0.924593574,22.373,3.006643832
"Congo, Rep.",COG,2021,49.7,12.4,67,330.178308,1.01507338,6.323717579,1.715642755,63.519,2.316488253,5.835806,0.895271039,22.077,2.983567819
"Congo, Rep.",COG,2022,50.6,12.4,67.5,,1.475356132,6.713963637,3.043443347,63.053,2.28055585,5.970424,0.841960506,20.261,2.941799495
Costa Rica,CRI,2019,99.7,98.9,99.9,-2695.142885,2.417511817,22.949528659334398,2.096046353,79.427,0.865128347,5.084532,-2.762364015,10.807,1.788517924
Costa Rica,CRI,2020,99.9,99.7,99.9,-1644.265639,-4.273354321,21.71687024,0.724911478,79.277,0.755771068,5.123105,-2.794747303,16.432,1.619944523
Costa Rica,CRI,2021,100,100,99.8,-3146.180283,7.935762247,23.70029613,1.726477551,77.023,0.600406861,5.153957,-2.859852965,15.139,1.406834718
Costa Rica,CRI,2022,100,100,100,-3060.056477,4.55149178,26.18114202,8.274774902,77.32,0.520031292,5.180829,-2.858138071,11.325,1.274945307
Cote d'Ivoire,CIV,2019,68.6,42.1,93.7,-739.6628477,6.721371676,5.947924089,-1.10686344,59.319,2.531287446,26.147551,1.592328559,2.401,3.433099047
Cote d'Ivoire,CIV,2020,69.9,43.7,94.3,-711.587318,0.699728593,5.978822741402331,2.425006568,59.032,2.508618203,26.81179,1.546273588,2.559,3.415901462
Cote d'Ivoire,CIV,2021,71.1,45.2,94.9,-1107.222121,7.063329102,6.52073116,4.091951897,58.598,2.45530301,27.478249,1.468967716,2.59,3.367846789
Cote d'Ivoire,CIV,2022,70.4,45.3,95,-1431.624507,6.217850913,7.2342266929419905,5.276167243,58.916,2.452703201,28.160542,1.441752678,2.434,3.37029173
Croatia,HRV,2019,100,100,100,-3860.244855,3.44274248,32.3295605,0.771820346,78.42439024,-0.554146739,4.065253,-1.241697295,6.617,-0.037465607
Croatia,HRV,2020,100,100,100,-823.3255036,-8.520438134,30.68880845,0.154811375,77.72439024,-0.433210221,4.04768,-1.163208866,7.507,0.108620197
Croatia,HRV,2021,100,100,100,-3545.510239,13.04114349,37.232595771988095,2.554506996,76.42439024,-4.25713872,3.878981,-5.025784457,7.608,-3.694001876
Croatia,HRV,2022,100,100,100,-3842.475965,7.027225888,42.399122264753004,10.78058068,77.57560976,-0.603521952,3.855641,-1.416369501,6.96,-0.01608092
Cuba,CUB,2019,99.8,99.5,99.9,,-0.163087224,,,77.611,-0.101983052,11.316697,-0.416040478,1.2,-0.008560069
Cuba,CUB,2020,99.9,99.7,100,,-10.9490846,,,77.567,-0.141475202,11.300698,-0.513494255,1.4,-0.031301482
Cuba,CUB,2021,100,100,100,,1.253693425,,,73.683,-0.393012542,11.256372,-0.823640913,1.373,-0.266142849
Cuba,CUB,2022,100,100,100,,1.774853995,,,78.155,-0.393269983,11.212191,-0.874436312,1.254,-0.252344638
Curacao,CUW,2019,100,100,100,-214.3762497,-3.206132303,25.39699677,2.622207834,,-1.196439518,0.157441,-0.766109377,,-1.248966883
Curacao,CUW,2020,100,100,100,-148.8728482,-18.03845768,21.79701905,,,-1.596766195,0.154947,-1.266433436,,-1.637260049
Curacao,CUW,2021,100,100,100,-168.108615,4.2,25.16399345,,,-1.677791247,0.152369,-1.456148876,,-1.7050456
Curacao,CUW,2022,100,100,100,-157.1708961,7.9,29.52352508,,,-1.569658341,0.149996,-1.453364946,,-1.58398557
Cyprus,CYP,2019,100,100,100,-883.1192773,5.537254811,44.68513672,0.250370997,81.397,0.81751772,1.228836,0.832556548,7.155,0.810045861
Cyprus,CYP,2020,100,100,100,-8617.568064,-3.443596379,42.79603516,-0.638422798,81.391,0.705573415,1.237537,0.657291063,7.755,0.729555946
Cyprus,CYP,2021,100,100,100,-9268.114277,9.911311792,48.46684375,2.446088672,81.203,0.53599943,1.244188,0.430632907,7.513,0.588276354
Cyprus,CYP,2022,100,100,100,-8878.913032,5.058128008,53.77630859,8.39548298,81.889,0.585013505,1.251488,0.418886029,6.807,0.667269431
Czechia,CZE,2019,100,100,100,-5975.777816,3.029878663,44.85980056,2.847875959,79.22926829,0.393788864,10.67187,-0.099658673,2.015,0.568457639
Czechia,CZE,2020,100,100,100,-6428.184038,-5.502967961,43.92253098,3.161295285,78.17560976,0.243222682,10.697858,-0.295068578,2.551,0.432440108
Czechia,CZE,2021,100,100,100,-1345.99611,3.553021309,48.41811579,3.839844915,77.22195122,-1.81187141,10.505772,-2.403462924,2.803,-1.605498205
Czechia,CZE,2022,100,100,100,-7283.23422,2.35100354,51.701949141703594,15.10016515,79.02926829,1.570972567,10.672118,0.936861304,2.224,1.790359531
Denmark,DNK,2019,100,100,100,9775.759923,1.493486959,60.78746336,0.758131573,81.45121951,0.358130916,5.814422,-0.636293607,5.018,0.494581335
Denmark,DNK,2020,100,100,100,8270.778011,-2.424512679,62.52925106,0.420711974,81.60243902,0.291641177,5.831404,-0.72979382,5.637,0.430201638
Denmark,DNK,2021,100,100,100,19477.23589,6.844521902,69.87893481,1.85304544,81.40487805,0.433414489,5.856733,-0.61545069,5.043,0.574034304
Denmark,DNK,2022,100,100,100,-691.240042,2.731174454,77.95367866,7.696566999,81.30487805,0.787502465,5.903037,-0.298374865,4.434,0.931334143
Djibouti,DJI,2019,64.7,40.3,71.6,-174.9990153,5.5451306,5.471963294,3.319253727,63.085,1.576239752,1.073994,0.953552095,26.246,1.753448511
Djibouti,DJI,2020,64.5,35.8,72.6,-158.230011,1.316363242,5.676305934,1.777407838,62.694,1.493639579,1.090156,0.825448163,27.645,1.682229503
Djibouti,DJI,2021,65.4,36.6,73.5,-166.7501308,4.522347746,6.032277956,1.181917753,62.305,1.40284751,1.105557,0.693780245,27.548,1.601216679
Djibouti,DJI,2022,65,36.6,72.8,-187.0228476,3.72857647,6.606387680362539,5.17980848,62.859,1.373715349,1.120849,0.622995655,26.367,1.581786654
Dominica,DMA,2019,99.9,,,-62.98565269,5.502483437,14.45153792,1.504623539,73.559,0.850614263,0.071428,-0.181940106,,1.279886897
Dominica,DMA,2020,100,100,100,-23.22365356,-16.60410952,12.743863886864299,-0.727116413,73.649,0.790672283,0.071995,-0.254312654,,1.21878413
Dominica,DMA,2021,100,100,100,-26.00831707,6.890549417,14.47228586,1.48319445,72.814,0.577535935,0.072412,-0.486431474,,1.007006954
Dominica,DMA,2022,100,100,100,-18.37710307,5.583546263,16.28316403,7.780615252,72.981,0.447816441,0.072737,-0.619886725,,0.872409265
Dominican Republic,DOM,2019,99,96.3,99.6,-3021,5.05216802,19.74340045,1.81060377,73.577,1.074974829,10.881882,-2.990454325,6.356,2.000682301
Dominican Republic,DOM,2020,100,100,100,-2559.6,-6.720239373,19.08535362,3.781031799,72.889,1.076552247,10.999664,-2.920425291,6.126,1.942914555
Dominican Republic,DOM,2021,98.1,94.8,98.8,-3196.8,12.27199023,21.92330194,8.24300348,72.615,1.068926667,11.117873,-2.861851473,7.702,1.880982794
Dominican Republic,DOM,2022,98.1,95,98.8,-4098.8,4.858324036,24.36389337,8.811092093,74.17,0.992978305,11.228821,-2.863102342,5.504,1.753181432
Early-demographic dividend,EAR,2019,92.83436574,87.9807187,98.73609559,,2.402270911,9.910482751,2.757097276,71.01473888,1.265303681,3334.561751,0.517518516,6.249379816,2.177024359
Early-demographic dividend,EAR,2020,93.49260756,89.62849127,98.53137851,,-4.368287739,9.665109715531269,2.951922532,70.02869341,1.194213212,3374.383528,0.452706009,7.289485908,2.083596249
Early-demographic dividend,EAR,2021,95.28516317,92.40679158,99.03062792,,7.621364417,10.752035,4.038430127,68.46604059,1.093083957,3411.268373,0.336858843,6.659520469,1.985629207
Early-demographic dividend,EAR,2022,95.18516344,92.4257846,99.07657865,,5.582759728,12.14224326,7.198616156,69.31643747,1.059145017,3447.398652,0.252643499,5.631129791,1.995640867
East Asia & Pacific,EAS,2019,97.87794279,96.43451565,99.76961981,,3.960221914,18.8238204,1.703978632,76.79768228,0.532726654,2353.856866,-1.520424578,3.81998173,1.956269237
East Asia & Pacific,EAS,2020,97.80136598,96.12091235,99.75282174,,-0.144692822,19.12695322,1.280733619,76.75970169,0.428125777,2363.934334,-1.594367169,4.300353123,1.782593844
East Asia & Pacific,EAS,2021,98.15554502,96.83121989,99.81318553,,6.221136264,21.20786167,2.410192998,76.39329502,0.265661736,2370.214403,-1.710672903,4.061778871,1.545304313
East Asia & Pacific,EAS,2022,98.21324108,96.54224244,99.80958315,,2.88602958,23.289317128125898,5.408743755,76.90204606,0.210707099,2375.208613,-1.772556664,4.109334927,1.453661488
East Asia & Pacific (IDA & IBRD countries),TEA,2019,98.26213989,96.33752514,99.73059418,,5.781820856,15.6599858,1.933213358,76.03665735,0.567934399,2080.648616,-1.569865549,3.913821349,2.276838193
East Asia & Pacific (IDA & IBRD countries),TEA,2020,98.151165,96.01403369,99.71177324,,1.246781819,15.96777701,2.406292144,75.96889033,0.474607722,2090.523535,-1.640930257,4.387127362,2.102112089
East Asia & Pacific (IDA & IBRD countries),TEA,2021,98.52346556,96.74306369,99.78284056,,7.603419691,17.90093976,2.544792136,75.57119341,0.341803758,2097.669023,-1.748469194,4.142495788,1.890920058
East Asia & Pacific (IDA & IBRD countries),TEA,2022,98.56329354,96.4449725,99.7791824,,3.413565509,19.808236246832703,5.518129286,76.21067445,0.256778116,2103.055378,-1.810499883,4.25786271,1.734129309
East Asia & Pacific (excluding high income),EAP,2019,97.65243163,96.33751097,99.73058809,,5.7818918,15.48794732,1.942575008,76.0020203,0.566578152,2106.374009,-1.555057942,3.898980808,2.257282251
East Asia & Pacific (excluding high income),EAP,2020,97.56871659,96.01401839,99.71176679,,1.246926838,15.79244791,2.419421895,75.93602464,0.474118364,2116.360715,-1.625775025,4.368402947,2.08510938
East Asia & Pacific (excluding high income),EAP,2021,97.96179702,96.74305125,99.78283573,,7.603749708,17.7042856,2.477102415,75.5432913,0.342554176,2123.610397,-1.732720666,4.128671634,1.876783992
East Asia & Pacific (excluding high income),EAP,2022,98.0261944,96.44495901,99.77917871,,3.413617869,19.59035336,5.46343652,76.17851158,0.258224108,2129.094071,-1.79458536,4.239945997,1.722076021
Ecuador,ECU,2019,99.1,97.8,99.8,-979.3834962,0.165403533,12.54032512,0.266012515,77.297,1.909683263,17.34374,1.452581624,3.812,2.167881184
Ecuador,ECU,2020,98.9,97.4,99.7,-1095.103901,-9.245096377,11.498928866031399,-0.338872393,72.153,1.401904626,17.588595,0.900836063,6.127,1.682826688
Ecuador,ECU,2021,100,100,100,-648.5671509,9.818417748,13.45200877,0.133251386,73.67,1.182063375,17.797737,0.636395805,4.552,1.485504897
Ecuador,ECU,2022,100,100,100,-880.2948035,6.186139073,15.11727063,3.466169722,77.894,1.135599752,18.001,0.547440268,3.761,1.459802764
"Egypt, Arab Rep.",EGY,2019,100,100,100,-8605.068,5.552093071,13.60849971,9.152799593,71.358,1.794002125,105.618671,1.748613156,7.851,1.854868207
"Egypt, Arab Rep.",EGY,2020,100,100,100,-5525.3,3.550164839,15.49407882,5.04493289,70.99,1.733129572,107.465134,1.640542893,7.974,1.857087004
"Egypt, Arab Rep.",EGY,2021,100,100,100,-4755.3,3.290646012,15.82067138,5.214049405,70.221,1.658383679,109.262178,1.520216541,7.441,1.842867363
"Egypt, Arab Rep.",EGY,2022,100,100,100,-11058.1,6.587845609,17.76922374,13.89566098,70.159,1.56907383,110.990103,1.385138878,7.344,1.813746863
El Salvador,SLV,2019,97.4,93.6,98.8,-635.7633484,2.437471591,9.666802078868661,0.075324135,72.559,0.061720733,6.280217,-2.556532206,4.17,1.060564674
El Salvador,SLV,2020,99.7,100,99.1,-2.775428358,-7.89310136,9.306030301819758,-0.371590212,71.061,0.19906237,6.292731,-2.395355262,5.008,1.153976141
El Salvador,SLV,2021,97.9,94.1,99.2,-373.3712876,11.9047617,10.70975958,3.466925853,70.748,0.340068122,6.314167,-2.230731428,4.327,1.253590142
El Salvador,SLV,2022,100,100,100,-141.5954766,2.799552169,11.74343733,7.198616156,71.475,0.351368234,6.336392,-2.188145494,2.999,1.223189558
Equatorial Guinea,GNQ,2019,66.6,2.4,90.8,,-5.481825379,17.692299779163697,1.53027529,61.644,3.335036794,1.553031,1.582397033,8.367,4.00365647
Equatorial Guinea,GNQ,2020,66.7,1.8,90.5,,-4.791080834,14.70902376,4.766695239,60.708,2.732269498,1.596049,0.989184704,9.075,3.381430764
Equatorial Guinea,GNQ,2021,66.8,1.4,90.3,,0.860269956,18.100913925487102,-0.097100766,60.594,2.378494519,1.634466,0.649819518,9.194,3.007180465
Equatorial Guinea,GNQ,2022,67,1.4,89.8,,3.716010594,19.61017654,4.786717047,61.19,2.44420929,1.674908,0.731577023,8.746,3.052659936
Eritrea,ERI,2019,50.3,32.5,76.1,,,,,67.3,1.539273546,3.498818,0.478926568,5.789,3.10382465
Eritrea,ERI,2020,51.4,34.1,75.9,,,,,67.133,1.617399943,3.555868,0.54057798,6.307,3.165100157
Eritrea,ERI,2021,52.5,35.7,75.7,,,,,66.536,1.796101337,3.620312,0.702400696,6.341,3.327338652
Eritrea,ERI,2022,55.4,36,75.5,,,,,66.604,1.74475946,3.684032,0.63544981,5.941,3.257634334
Estonia,EST,2019,100,100,100,-1190.231246,4.033688391,39.84364023283511,2.277259312,78.64634146,0.371554389,1.326898,-0.179305477,4.514,0.61944107
Estonia,EST,2020,100,100,100,-3382.502259,-0.965410617,40.04538469,-0.444531098,78.59512195,0.197559185,1.329522,-0.37937562,6.956,0.455068188
Estonia,EST,2021,100,100,100,-964.8487663,7.249326354,44.65199922,4.653166738,76.94390244,0.105996956,1.330932,-0.500140106,6.178,0.374238419
Estonia,EST,2022,100,100,100,-122.3966752,-0.461002668,47.941679134186195,19.39826341,77.94390244,1.336551511,1.34884,0.700132115,5.571,1.615684874
Eswatini,SWZ,2019,77,72.9,90,-107.0612283,2.692168273,9.083437861,2.598016203,60.549,0.788402228,1.169613,0.549233189,29.049,1.550362947
Eswatini,SWZ,2020,80,76.1,92.3,-51.09662653,-1.55964259,9.077231980209081,,59.692,0.939644436,1.180655,0.689419439,34.232,1.728736141
Eswatini,SWZ,2021,82.9,79.1,94.6,-54.32116908,10.68369388,10.20250961,,57.066,0.979052258,1.192271,0.717530297,35.707,1.795086063
Eswatini,SWZ,2022,82.3,81.6,86.1,-35.06131244,0.47576934,10.88700387,,56.36,0.785236419,1.20167,0.511263374,37.852,1.630781685
Ethiopia,ETH,2019,48,36,92.7,-2548.743427,8.364085699,2.274214139,15.80963217,65.838,2.656010133,114.120594,2.071242598,2.945,4.856728303
Ethiopia,ETH,2020,51.1,39.4,93.5,-2395.799881,6.059530886,2.442252484,20.35634686,65.371,2.654859156,117.190911,2.056436253,4.024,4.845067621
Ethiopia,ETH,2021,54.2,42.8,94.3,-4259.445795,5.641530717,2.628343464,26.83952216,64.975,2.604319283,120.283026,1.990730093,3.935,4.788180355
Ethiopia,ETH,2022,55,43,94,-3669.991332,5.321176284,2.8887364917158003,33.88987971,65.645,2.542089203,123.379924,1.914367621,3.493,4.714586798
Euro area,EMU,2019,100,100,100,120488.8908,1.59042607,50.853420211225604,1.441239669,82.28196281,0.105440657,346.517987,-0.93295472,7.506023263,0.419896828
Euro area,EMU,2020,100,100,100,-200287.7356,-6.11006917,49.28550497,0.18693814,81.49343123,0.127883693,346.961127,-0.892706114,7.823347818,0.432784126
Euro area,EMU,2021,100,100,100,463934.8433,5.963336416,54.20813008,2.486504381,81.59494697,-0.005236033,346.94296,-1.078342812,7.730066946,0.31112273
Euro area,EMU,2022,100,100,100,313562.0278,3.426121239,59.53420728,8.471176456,81.70138411,0.400236396,348.331552,-0.685981418,6.745820691,0.716024775
Europe & Central Asia,ECS,2019,99.95331425,99.97199994,99.8596713,,1.80525623,38.32289519,1.81669041,78.18050699,0.3300859,921.212388,-0.400891133,6.58944479,0.613589234
Europe & Central Asia,ECS,2020,99.97602368,99.98572287,99.8639849,,-5.462443712,37.78044758,1.205754634,76.95248813,0.235807076,923.384672,-0.503416131,7.048769911,0.517923823
Europe & Central Asia,ECS,2021,99.9881579,99.97001695,99.86425727,,6.523851921,42.464964644481796,3.253289248,76.66642379,0.084914881,924.168763,-0.656346365,6.862582212,0.365332276
Europe & Central Asia,ECS,2022,99.99772365,99.99048197,99.84214143,,3.157498664,46.89960402,10.78058068,77.8413187,-0.344136713,920.988359,-1.277510716,5.817338545,0.006074075
Europe & Central Asia (IDA & IBRD countries),TEC,2019,99.90653227,99.95383463,99.69407458,,2.65714284,25.25482413,2.889860737,74.33362243,0.438981187,461.027359,-0.085786627,6.621522358,0.710788138
Europe & Central Asia (IDA & IBRD countries),TEC,2020,99.95201789,99.97651961,99.70355858,,-1.462895369,25.676212399120597,2.746150782,72.69159816,0.276983779,462.30433,-0.252721178,7.117403391,0.545073652
Europe & Central Asia (IDA & IBRD countries),TEC,2021,99.9763188,99.95082698,99.70433886,,7.386468165,29.88566251,5.878355209,72.01275171,0.158216991,463.035774,-0.378417133,6.727854031,0.428697194
Europe & Central Asia (IDA & IBRD countries),TEC,2022,99.99540696,99.98432274,99.67143452,,1.767977505,32.98645912,13.85225901,73.95449494,-1.229608017,457.342249,-1.702103676,5.594767125,-0.996640229
Europe & Central Asia (excluding high income),ECA,2019,99.96637134,99.95131054,99.97770663,,2.247224928,19.24342168,2.675992026,74.33142484,0.874610326,247.195931,0.218593149,8.980985312,1.269806685
Europe & Central Asia (excluding high income),ECA,2020,99.97777737,99.97101649,99.98027848,,0.321073682,19.603437536086503,2.75980947,72.67145433,0.694686192,248.913167,0.06644454,9.133638922,1.061665943
Europe & Central Asia (excluding high income),ECA,2021,99.9616381,99.92522849,99.97567782,,9.000365103,21.9508681,7.184836294,72.59312502,0.703031511,250.663105,0.10178058,8.837180473,1.054579097
Europe & Central Asia (excluding high income),ECA,2022,99.99146445,99.98015494,99.98229558,,3.077615681,24.88714175,13.85225901,74.10651394,-1.494948768,246.91582,-1.784967443,7.621182823,-1.337519354
European Union,EUU,2019,99.98752566,99.97565214,99.9905681,,1.805311971,48.19493751,1.630522608,81.31485796,0.081899351,447.367191,-0.788911703,6.674263316,0.379696546
European Union,EUU,2020,99.9953535,99.99097624,99.99687235,,-5.6528569,47.10643738,0.476498853,80.45086913,0.072674976,447.692315,-0.806288361,7.042400851,0.369760688
European Union,EUU,2021,99.99692394,99.99256673,99.99844502,,6.008729292,51.91683145,2.554506996,80.31661323,-0.114860582,447.178093,-1.055854376,7.022608131,0.199464484
European Union,EUU,2022,100,99.99443094,100,,3.478653735,57.33939192,8.833698867,80.80262111,0.043038334,447.370551,-1.042013466,6.147075951,0.400943058
Faroe Islands,FRO,2019,100,100,100,,4.39010334,62.357086018457096,,82.64634146,1.414731885,0.051681,1.138442743,,1.794018894
Faroe Islands,FRO,2020,100,100,100,,-1.926834417,61.64270759,,82.89756098,1.410260077,0.052415,1.109068669,,1.820915337
Faroe Islands,FRO,2021,100,100,100,,5.755550527,68.1241857,,83.09756098,0.900256783,0.052889,0.577950386,,1.336482068
Faroe Islands,FRO,2022,100,100,99.9,,5.398480389,76.56645975,,83.3,0.379320886,0.05309,0.039508775,,0.835677934
Fiji,FJI,2019,96.1,94.8,97.1,-358.4524585,-0.580504495,13.16837118,1.773101825,67.893,-0.057797147,0.918465,-1.211802422,4.38,0.83071645
Fiji,FJI,2020,97.1,96.9,97.3,-225.9165625,-17.03987084,11.168639896774101,-2.595243259,67.924,0.21284622,0.920422,-0.942916449,4.623,1.084786284
Fiji,FJI,2021,92.1,86.8,96,-377.6918694,-4.881036196,10.59391273,0.155855722,67.114,0.453976646,0.92461,-0.705902086,4.678,1.311501626
Fiji,FJI,2022,92,86.8,97.6,-86.91043914,20.01646416,13.53419431,4.520192664,68.312,0.55609146,0.929766,-0.607615913,4.481,1.399308402
Finland,FIN,2019,100,100,100,-8568.455133,1.224748922,52.56980006,1.02409393,81.98292683,0.11019169,5.521606,-0.328473207,6.695,0.185101615
Finland,FIN,2020,100,100,100,7447.437564,-2.354965157,53.66881909,0.290554556,81.93170732,0.143641197,5.529543,-0.345412722,7.759,0.226703842
Finland,FIN,2021,100,100,100,-4364.88716,2.838179604,57.78890346,2.194574323,81.88536585,0.207288594,5.541017,-0.339718596,7.606,0.29963319
Finland,FIN,2022,100,100,100,7378.497425,1.335467305,62.59900556,7.123507733,81.18780488,0.271944527,5.556106,-0.319883413,6.719,0.371193269
Fragile and conflict affected situations,FCS,2019,55.50163128,36.40469054,83.40635528,,2.523498857,5.138876452,2.377587328,62.26978074,2.25069376,957.873862,1.629783179,5.894096583,3.088239781
Fragile and conflict affected situations,FCS,2020,56.3464084,36.69599668,83.78941265,,-6.353386361,4.990508001,2.89819376,61.76248699,2.293148907,979.839336,1.620717172,6.669492746,3.184028295
Fragile and conflict affected situations,FCS,2021,57.86152994,37.76093669,85.47499332,,4.568994232,5.2288056296987495,4.259364175,61.25326574,2.248453108,1001.870564,1.536597621,6.773159608,3.177641265
Fragile and conflict affected situations,FCS,2022,57.81814182,35.91551815,85.50467691,,1.463396967,5.401626121,9.50765743,61.7925883,1.724253773,1019.145355,1.207792388,5.758277067,2.391321143
France,FRA,2019,100,100,100,30864.49755,1.842971814,51.2400683,1.108254923,82.82682927,0.341374143,67.388001,-1.022979379,8.415,0.670255811
France,FRA,2020,100,100,100,9116.589362,-7.540459162,49.49429008,0.476498853,82.17560976,0.271350508,67.571107,-1.117124439,8.01,0.600387385
France,FRA,2021,100,100,100,13026.64883,6.435209621,53.8347993,1.64233141,82.32439024,0.285508619,67.764304,-1.127849252,7.874,0.614697662
France,FRA,2022,100,100,100,13333.97201,2.454758177,57.59403402,5.222367484,82.22926829,0.305015247,67.971311,-1.128604635,7.308,0.633124073
French Polynesia,PYF,2019,100,100,100,,2.699934499,,,82.996,0.706823206,0.299717,0.541740245,11.536,0.808581602
French Polynesia,PYF,2020,100,100,100,,-7.050990654,,,82.217,0.732338552,0.30192,0.527498319,12.879,0.85822694
French Polynesia,PYF,2021,100,100,100,,2.094788968,,,79.486,0.69708774,0.304032,0.457121803,12.492,0.844035068
French Polynesia,PYF,2022,100,100,100,,4.46607459,,,83.55,0.736349223,0.306279,0.46194653,11.911,0.903689729
Gabon,GAB,2019,90.3,22.8,98,,3.920808795,16.12686386,2.464567562,66.603,2.289855365,2.242785,-1.262816448,20.426,2.704146114
Gabon,GAB,2020,91.1,24.7,98.4,,-1.837761064,14.63991947,1.352761107,66.531,2.195637043,2.292573,-1.285571086,21.273,2.585990581
Gabon,GAB,2021,91.8,26.8,98.7,,1.467957315,19.55236253,1.086907465,65.821,2.097988103,2.341179,-1.299637446,21.233,2.464697044
Gabon,GAB,2022,93.5,29,98.5,,2.967741644,21.11886705,4.231247983,65.694,2.021687102,2.388992,-1.290543211,20.501,2.366156728
"Gambia, The",GMB,2019,62.1,,78.6,-72.71,6.22205316,2.371492041,7.115676256,63.755,2.582686766,2.508883,0.8612988,4.532,3.655721232
"Gambia, The",GMB,2020,62.2,31,80.9,-193.06,0.591487288,2.473519768,5.931276366,62.612,2.56215325,2.573995,0.837228935,5.858,3.607885889
"Gambia, The",GMB,2021,63.7,31.2,82.6,-251.8226288,5.255968794,2.7105524630967004,7.370347589,62.083,2.52879318,2.639916,0.803605068,6.206,3.546248166
"Gambia, The",GMB,2022,65.4,31.2,82.8,-231.488,4.917821309,2.9697572,11.51311984,62.906,2.472147488,2.705992,0.744358437,6.082,3.463684796
Georgia,GEO,2019,100,100,100,-1072.558552,5.380719266,16.770133377146898,4.852898217,73.47,-0.17156574,3.720161,-1.160313062,11.565,0.520212544
Georgia,GEO,2020,100,100,100,-572.3967341,-6.290471785,16.79125987,5.20246489,72.765,0.068656249,3.722716,-0.947171275,11.73,0.767418224
Georgia,GEO,2021,100,100,99.9,-930.7419996,10.64423366,18.9156534,9.566914338,71.694,-0.379636607,3.70861,-1.418405768,11.794,0.322666414
Georgia,GEO,2022,100,100,100,-1766.267912,10.95853214,22.44278672,11.89816542,71.587,0.104889951,3.712502,-0.959845542,11.657,0.812214346
Germany,DEU,2019,100,100,100,98812.74628,1.075471636,58.25177308,1.445659769,81.29268293,0.225519874,83.092962,-0.056965671,3.136,0.308266936
Germany,DEU,2020,100,100,100,-31887.95642,-3.826768716,57.905179551484395,0.144877926,81.04146341,0.081693159,83.160871,-0.25923313,3.856,0.181157523
Germany,DEU,2021,100,100,100,96729.4071,3.163819942,61.93965159,3.066666667,80.7902439,0.042327057,83.196078,-0.362094669,3.638,0.159749771
Germany,DEU,2022,100,100,100,117043.4539,1.806208967,66.61602225,6.872574386,80.70560976,0.720875456,83.797985,0.256675374,3.135,0.854901972
Ghana,GHA,2019,83.5,70,93.8,-3292.065421,6.507774794,5.952403657,7.143640033,64.74,2.088931184,31.52229,0.605517789,3.156,3.236444646
Ghana,GHA,2020,85.4,73.1,94.6,-1333.368957,0.513941671,5.9923175903230605,9.887289563,64.114,2.066268801,32.180401,0.572246227,3.285,3.192042501
Ghana,GHA,2021,86.3,74,95.2,-2413.884871,5.076466435,6.5442382,9.971088675,63.795,2.00774487,32.833031,0.505341525,3.338,3.110640633
Ghana,GHA,2022,85.1,71.6,95,-1472.56963,3.817504621,7.132783653,31.2558951,63.945,1.938982944,33.47587,0.428164103,3.084,3.019610067
Gibraltar,GIB,2019,100,100,100,,,,,82.363,0.113265896,0.032685,,,0.113265896
Gibraltar,GIB,2020,100,100,100,,,,,82.198,0.073401233,0.032709,,,0.073401233
Gibraltar,GIB,2021,100,100,100,,,,,79.329,-0.122365337,0.032669,,,-0.122365337
Gibraltar,GIB,2022,100,100,100,,,,,82.83,-0.061238864,0.032649,,,-0.061238864
Greece,GRC,2019,100,100,100,-4372.859649,1.879489986,31.61121144,0.253007522,81.63902439,-0.105339393,10.721582,-1.693682732,17.045,0.311210821
Greece,GRC,2020,100,100,100,-2655.346656,-9.316435765,29.088208057775702,-1.247983556,81.28780488,-0.214592107,10.698599,-1.813734798,15.899,0.196455024
Greece,GRC,2021,100,100,100,-4904.551441,8.379943784,33.018254415286606,1.22382501,80.08292683,-1.21680249,10.569207,-2.821939219,14.657,-0.812424227
Greece,GRC,2022,100,100,100,-5482.368436,5.55728708,38.92247423,9.645259813,80.63658537,-1.355394593,10.426919,-2.966317653,12.426,-0.957630847
Greenland,GRL,2019,100,100,100,,2.832177568,64.26405646,,71.94439024,0.359917714,0.056225,-1.445545422,,0.631266059
Greenland,GRL,2020,100,100,100,,0.187608794,64.85762871,,71.85073171,0.252238303,0.056367,-1.536468734,,0.515575355
Greenland,GRL,2021,100,100,100,,1.290210488,68.08646012381749,,71.81390244,0.506106194,0.056653,-1.277479295,,0.763370214
Greenland,GRL,2022,100,100,100,,,,,71.5404878,0.014120056,0.056661,-1.767434834,,0.265909385
Grenada,GRD,2019,93,,,-184.1712973,0.676511739,15.542491564403502,0.598149765,74.863,0.724563813,0.122724,0.529217302,,1.066856844
Grenada,GRD,2020,93.4,,,-163.9355429,-13.75662226,13.51081442,-0.740732597,74.924,0.762219229,0.123663,0.540448622,,1.148593596
Grenada,GRD,2021,93.7,,,-161.5927042,4.687478169,14.32555485,1.219511939,74.936,0.762873605,0.12461,0.515995705,,1.190241427
